hasLoan,hasCreditCard,currentBalance,loanPendingMonths,creditCardLimit,creditCardUsed,creditCardOverduePayment,score,classification
0,0,9215,0,0,0,0,500,A
0,0,9904,0,0,0,0,500,A
0,1,-1978,0,2578,209,0,350,C
0,0,9413,0,0,0,0,500,A
0,0,406,0,0,0,0,500,A
0,1,5120,0,2086,1122,0,450,B
0,0,723,0,0,0,0,500,A
0,1,747,0,875,849,1,250,D
0,1,7967,0,2642,103,1,300,C
1,0,929,26,0,0,0,350,C
0,0,7766,0,0,0,0,500,A
1,0,2486,36,0,0,0,350,C
0,0,4886,0,0,0,0,500,A
1,0,3868,28,0,0,0,350,C
0,1,2568,0,635,154,0,450,B
0,1,9364,0,1565,389,0,450,B
0,1,7899,0,500,31,1,300,C
1,1,7501,12,1191,1057,0,350,C
1,1,-1851,34,2165,466,0,200,D
1,0,1841,2,0,0,0,400,B
0,1,7825,0,1607,15,1,300,C
1,0,3591,1,0,0,0,400,B
1,1,3900,16,341,236,0,300,C
0,1,9460,0,1248,30,0,450,B
1,0,3011,15,0,0,0,350,C
0,0,-1688,0,0,0,0,400,B
1,1,-30,18,1528,692,0,200,D
0,0,6885,0,0,0,0,500,A
0,1,4555,0,2858,432,0,450,B
1,0,4223,4,0,0,0,400,B
1,0,4223,28,0,0,0,350,C
0,1,-24,0,2605,2139,0,300,C
0,0,5952,0,0,0,0,500,A
0,0,5229,0,0,0,0,500,A
1,1,9783,26,1731,90,1,150,E
0,1,-1385,0,2420,296,1,200,D
0,0,6743,0,0,0,0,500,A
0,0,3755,0,0,0,0,500,A
0,0,7148,0,0,0,0,500,A
1,1,8582,17,1906,1811,1,150,E
0,0,5425,0,0,0,0,500,A
0,1,7195,0,2052,901,1,300,C
1,1,7198,6,1159,113,0,350,C
0,0,4313,0,0,0,0,500,A
0,0,-845,0,0,0,0,400,B
0,0,5532,0,0,0,0,500,A
0,1,8647,0,1424,369,1,300,C
1,0,-1935,19,0,0,0,250,D
0,0,6000,0,0,0,0,500,A
1,0,115,19,0,0,0,350,C
1,1,2146,22,3435,155,0,300,C
1,0,5085,5,0,0,0,400,B
1,1,-450,18,189,153,0,150,E
0,1,-244,0,187,56,1,150,E
0,0,4149,0,0,0,0,500,A
1,1,5157,23,1129,256,1,150,E
1,0,-1886,26,0,0,0,250,D
0,1,2010,0,1239,80,0,450,B
1,0,4427,24,0,0,0,350,C
0,0,9431,0,0,0,0,500,A
0,1,3788,0,963,356,1,300,C
0,0,2268,0,0,0,0,500,A
0,0,9043,0,0,0,0,500,A
1,1,9245,8,3377,1753,0,350,C
1,0,-82,36,0,0,0,250,D
1,1,8328,28,1871,1859,1,150,E
1,1,4889,1,2717,2688,0,300,C
1,0,4220,30,0,0,0,350,C
0,0,4325,0,0,0,0,500,A
0,0,-483,0,0,0,0,400,B
1,0,773,33,0,0,0,350,C
0,1,6599,0,102,11,1,300,C
0,0,192,0,0,0,0,500,A
1,1,8761,29,2957,1908,1,150,E
1,0,-1343,4,0,0,0,300,C
0,1,829,0,3272,1217,0,450,B
0,0,2070,0,0,0,0,500,A
1,1,9295,5,405,377,1,200,D
1,0,9194,12,0,0,0,400,B
0,0,806,0,0,0,0,500,A
1,0,3,29,0,0,0,350,C
1,0,-661,28,0,0,0,250,D
1,1,-1327,6,1315,107,0,250,D
0,1,7083,0,1576,24,1,300,C
0,0,6901,0,0,0,0,500,A
0,0,4262,0,0,0,0,500,A
0,0,2641,0,0,0,0,500,A
1,0,3727,36,0,0,0,350,C
0,0,7183,0,0,0,0,500,A
1,0,7106,35,0,0,0,350,C
0,0,3318,0,0,0,0,500,A
0,1,4138,0,716,527,0,450,B
0,0,165,0,0,0,0,500,A
1,0,-1389,1,0,0,0,300,C
0,1,6234,0,3047,1730,1,300,C
1,1,3471,15,1464,526,0,300,C
0,1,1370,0,2174,642,1,300,C
1,0,4985,35,0,0,0,350,C
0,1,7163,0,701,566,0,450,B
0,1,2663,0,1703,341,0,450,B
0,1,2010,0,363,308,0,450,B
0,1,6788,0,1316,1128,1,300,C
0,0,-617,0,0,0,0,400,B
1,1,9819,6,875,269,0,350,C
1,1,582,11,1115,745,0,300,C
1,0,3170,25,0,0,0,350,C
0,1,2798,0,2518,1868,1,300,C
1,1,1209,33,2967,341,0,300,C
0,0,4852,0,0,0,0,500,A
0,1,4868,0,2354,2221,0,450,B
1,0,1067,4,0,0,0,400,B
1,1,9942,11,1609,611,0,350,C
1,1,3684,22,2389,440,0,300,C
0,0,645,0,0,0,0,500,A
1,1,9014,35,3390,2593,1,150,E
1,0,-730,7,0,0,0,300,C
1,0,3110,30,0,0,0,350,C
1,1,5011,36,524,253,0,300,C
1,0,5998,7,0,0,0,400,B
1,0,9666,27,0,0,0,350,C
0,1,5495,0,239,55,1,300,C
0,1,1686,0,2733,446,1,300,C
0,1,7105,0,2631,2485,1,300,C
1,1,9455,10,1059,529,0,350,C
0,1,9768,0,3292,88,0,450,B
0,0,605,0,0,0,0,500,A
1,1,8490,24,244,189,1,150,E
0,0,6491,0,0,0,0,500,A
1,0,6298,23,0,0,0,350,C
1,0,2301,4,0,0,0,400,B
1,1,9393,20,225,24,1,150,E
0,1,481,0,921,120,1,300,C
1,1,9196,7,2603,319,0,350,C
0,1,4324,0,476,130,0,450,B
1,1,6955,28,2101,1678,1,150,E
1,0,2954,14,0,0,0,350,C
1,0,421,30,0,0,0,350,C
0,1,4801,0,1167,765,1,300,C
1,1,-423,2,1998,638,1,100,E
1,0,6962,18,0,0,0,350,C
1,1,7109,9,62,45,1,200,D
1,1,7834,20,2703,1405,0,300,C
0,1,9331,0,445,171,1,300,C
0,1,9234,0,1336,119,0,450,B
1,1,2958,8,549,240,0,350,C
0,1,8950,0,1559,964,1,300,C
1,0,4778,8,0,0,0,400,B
1,0,-676,35,0,0,0,250,D
0,0,1884,0,0,0,0,500,A
1,0,-1493,23,0,0,0,250,D
0,1,826,0,1028,13,1,300,C
0,0,3725,0,0,0,0,500,A
1,1,1778,18,305,96,0,300,C
0,1,8976,0,246,59,1,300,C
1,1,5784,18,3425,3133,1,100,E
0,0,1900,0,0,0,0,500,A
0,1,2420,0,395,92,1,300,C
1,0,133,28,0,0,0,350,C
0,1,9464,0,1904,880,0,450,B
1,0,8014,17,0,0,0,350,C
0,1,521,0,3153,2867,0,400,B
0,1,7186,0,1871,509,1,300,C
0,0,-177,0,0,0,0,400,B
1,0,709,17,0,0,0,350,C
0,1,1860,0,1611,478,1,300,C
0,0,9317,0,0,0,0,500,A
1,1,958,21,2774,369,0,300,C
0,0,-814,0,0,0,0,400,B
1,1,9409,30,1057,756,0,300,C
0,1,2964,0,789,780,0,450,B
0,0,3736,0,0,0,0,500,A
0,1,-1932,0,310,268,0,300,C
1,0,4055,22,0,0,0,350,C
0,1,9782,0,2942,496,1,300,C
1,0,9710,28,0,0,0,350,C
1,1,9782,8,715,494,1,200,D
1,1,158,22,1235,898,0,250,D
0,0,3202,0,0,0,0,500,A
1,1,6039,17,3342,883,0,300,C
0,1,8913,0,2287,1459,1,300,C
1,1,9190,4,3008,968,1,200,D
1,1,8442,33,1339,841,0,300,C
0,1,787,0,2563,1729,1,300,C
0,1,7213,0,1984,1713,0,450,B
1,1,8695,11,3423,2531,0,350,C
0,0,1199,0,0,0,0,500,A
1,0,-1553,4,0,0,0,300,C
1,0,1699,13,0,0,0,350,C
1,0,8700,12,0,0,0,400,B
0,1,5663,0,1373,1233,0,450,B
0,0,7711,0,0,0,0,500,A
1,0,1699,14,0,0,0,350,C
0,1,-297,0,1905,1533,1,150,E
1,1,-1657,6,176,16,0,200,D
1,0,1929,31,0,0,0,350,C
0,1,2550,0,1035,804,1,300,C
0,0,2965,0,0,0,0,500,A
1,0,-1243,2,0,0,0,300,C
0,1,3093,0,434,241,0,450,B
0,1,6925,0,2607,537,0,450,B
0,1,5930,0,480,221,0,450,B
1,1,8317,6,77,41,0,350,C
0,0,6224,0,0,0,0,500,A
0,1,746,0,3239,3045,1,250,D
1,0,-1978,7,0,0,0,300,C
0,0,-1341,0,0,0,0,400,B
0,0,6611,0,0,0,0,500,A
0,1,8154,0,2283,1988,1,300,C
1,1,-1667,4,1783,1236,1,100,E
1,1,1203,8,1751,1717,0,300,C
0,1,-773,0,1456,878,0,350,C
0,0,1288,0,0,0,0,500,A
1,1,4909,15,2169,1432,0,300,C
0,1,94,0,780,463,0,400,B
0,0,5170,0,0,0,0,500,A
0,1,1391,0,2960,2751,0,400,B
1,1,3363,17,247,165,1,150,E
0,0,-1505,0,0,0,0,400,B
0,1,6625,0,398,304,0,450,B
0,1,3346,0,1718,1174,1,300,C
0,1,6672,0,755,395,0,450,B
0,0,947,0,0,0,0,500,A
0,1,6943,0,744,305,0,450,B
0,0,1926,0,0,0,0,500,A
0,1,5814,0,955,78,1,300,C
0,1,7468,0,2535,1445,1,300,C
1,1,6475,12,1134,558,0,350,C
0,0,545,0,0,0,0,500,A
1,0,5083,28,0,0,0,350,C
0,1,-1243,0,2715,894,0,350,C
1,0,-743,24,0,0,0,250,D
0,1,-1789,0,2011,410,0,350,C
1,1,3659,9,2526,1460,0,350,C
1,0,5605,9,0,0,0,400,B
0,0,9294,0,0,0,0,500,A
1,1,566,12,2563,2431,1,150,E
0,1,9476,0,91,55,1,300,C
0,1,67,0,1664,1396,0,400,B
0,1,4327,0,2535,2021,1,300,C
0,0,1520,0,0,0,0,500,A
1,0,3180,13,0,0,0,350,C
0,0,1647,0,0,0,0,500,A
1,0,4234,11,0,0,0,400,B
0,0,6986,0,0,0,0,500,A
1,0,7169,25,0,0,0,350,C
0,1,-1262,0,2030,1659,1,150,E
1,0,7363,28,0,0,0,350,C
1,0,1491,28,0,0,0,350,C
1,1,2996,7,1325,515,1,200,D
0,1,9388,0,1528,1014,1,300,C
1,0,1775,14,0,0,0,350,C
1,0,-675,8,0,0,0,300,C
1,1,5741,34,1940,497,0,300,C
0,0,403,0,0,0,0,500,A
1,0,-57,25,0,0,0,250,D
1,0,6657,8,0,0,0,400,B
1,1,1397,12,393,88,0,350,C
1,1,4677,18,1155,609,0,300,C
0,1,-1031,0,1762,717,0,350,C
0,0,8784,0,0,0,0,500,A
0,0,7997,0,0,0,0,500,A
1,0,8552,6,0,0,0,400,B
0,1,7563,0,12,2,0,450,B
0,1,8073,0,2001,1649,0,450,B
0,1,7276,0,2750,2688,1,300,C
0,1,4036,0,1346,890,0,450,B
1,0,7786,19,0,0,0,350,C
1,1,4806,8,1231,536,0,350,C
1,1,1810,21,1789,1718,0,250,D
1,1,6475,13,273,70,1,150,E
1,0,4594,22,0,0,0,350,C
1,0,6055,31,0,0,0,350,C
1,0,8063,14,0,0,0,350,C
0,1,3782,0,3229,3205,0,400,B
0,1,141,0,2127,288,1,300,C
1,1,-1175,25,2376,461,1,50,F
1,1,5949,4,3266,2810,0,350,C
1,1,-1334,1,2936,842,1,100,E
0,1,-1485,0,3257,3210,1,150,E
0,1,754,0,2489,2040,0,400,B
0,1,-1901,0,319,97,0,300,C
0,0,6483,0,0,0,0,500,A
1,0,5277,36,0,0,0,350,C
0,0,8197,0,0,0,0,500,A
1,0,-1732,11,0,0,0,300,C
1,0,1542,24,0,0,0,350,C
0,1,3417,0,2777,2742,1,250,D
1,0,1416,13,0,0,0,350,C
1,1,3266,35,504,343,0,300,C
1,1,-1752,18,2984,2450,0,200,D
0,1,5327,0,3300,2929,1,250,D
0,0,4435,0,0,0,0,500,A
1,0,2345,36,0,0,0,350,C
1,0,2525,35,0,0,0,350,C
1,1,8900,13,2896,1521,1,150,E
1,1,-1345,16,202,183,0,150,E
1,0,7499,2,0,0,0,400,B
0,1,5456,0,1557,613,1,300,C
1,0,4154,4,0,0,0,400,B
1,1,3314,32,1156,286,1,150,E
1,1,6629,33,752,273,0,300,C
0,0,3635,0,0,0,0,500,A
0,1,7668,0,1277,608,0,450,B
0,1,2227,0,2204,370,1,300,C
0,1,1112,0,784,250,1,300,C
1,1,8270,5,2221,1636,0,350,C
0,0,7739,0,0,0,0,500,A
0,0,-447,0,0,0,0,400,B
1,1,-1860,1,2613,1238,0,250,D
0,0,8333,0,0,0,0,500,A
0,1,5536,0,1081,849,0,450,B
0,0,223,0,0,0,0,500,A
1,0,9315,34,0,0,0,350,C
0,0,6400,0,0,0,0,500,A
1,0,6889,2,0,0,0,400,B
1,0,7822,18,0,0,0,350,C
0,0,4492,0,0,0,0,500,A
0,0,3639,0,0,0,0,500,A
1,0,17,23,0,0,0,350,C
0,0,-1147,0,0,0,0,400,B
0,0,9936,0,0,0,0,500,A
1,0,1166,11,0,0,0,400,B
1,1,1719,10,1061,517,1,200,D
0,0,-113,0,0,0,0,400,B
1,0,2381,25,0,0,0,350,C
0,0,9629,0,0,0,0,500,A
0,1,-803,0,2044,1054,1,200,D
0,0,5939,0,0,0,0,500,A
1,0,1876,7,0,0,0,400,B
0,1,6560,0,852,719,0,450,B
0,0,1363,0,0,0,0,500,A
1,0,1691,7,0,0,0,400,B
0,1,5109,0,2048,1209,1,300,C
1,1,1484,6,1140,26,1,200,D
0,0,363,0,0,0,0,500,A
0,1,530,0,1069,525,1,300,C
0,0,-1802,0,0,0,0,400,B
1,1,-512,5,472,267,1,50,F
0,0,-1546,0,0,0,0,400,B
0,1,6039,0,664,433,0,450,B
0,1,1489,0,906,506,0,450,B
0,0,4283,0,0,0,0,500,A
1,0,9153,2,0,0,0,400,B
0,0,2638,0,0,0,0,500,A
1,0,6150,19,0,0,0,350,C
1,0,1172,36,0,0,0,350,C
0,0,4912,0,0,0,0,500,A
1,0,611,29,0,0,0,350,C
1,0,6081,3,0,0,0,400,B
1,1,5879,20,1746,215,1,150,E
0,1,9019,0,1432,635,1,300,C
1,0,8227,25,0,0,0,350,C
1,0,4036,34,0,0,0,350,C
1,0,3593,32,0,0,0,350,C
0,0,1390,0,0,0,0,500,A
0,0,-1361,0,0,0,0,400,B
1,0,6546,27,0,0,0,350,C
1,1,1810,12,3239,1256,0,350,C
1,1,8594,15,3363,3286,1,150,E
0,0,-1240,0,0,0,0,400,B
1,1,7530,5,213,5,0,350,C
0,0,1001,0,0,0,0,500,A
1,1,6579,14,944,492,0,300,C
0,0,120,0,0,0,0,500,A
1,1,5031,13,294,16,0,300,C
1,0,1122,18,0,0,0,350,C
1,0,-666,20,0,0,0,250,D
1,0,868,36,0,0,0,350,C
0,1,2393,0,1735,1034,1,300,C
1,1,7157,13,237,173,1,150,E
0,1,-21,0,3176,1979,1,200,D
1,1,1073,13,3199,1295,0,300,C
0,0,3509,0,0,0,0,500,A
1,0,644,29,0,0,0,350,C
0,0,4757,0,0,0,0,500,A
1,0,2447,18,0,0,0,350,C
0,1,-1265,0,1713,1706,1,150,E
0,1,2324,0,3485,854,1,300,C
1,0,4607,25,0,0,0,350,C
0,0,6243,0,0,0,0,500,A
0,1,4626,0,1047,207,1,300,C
0,0,4668,0,0,0,0,500,A
0,1,567,0,2955,2020,1,300,C
0,0,2076,0,0,0,0,500,A
1,1,3197,1,141,62,1,200,D
1,0,8760,30,0,0,0,350,C
0,0,-1701,0,0,0,0,400,B
0,1,2443,0,3465,614,0,450,B
0,0,9082,0,0,0,0,500,A
1,1,6970,23,2100,1811,1,150,E
0,1,4337,0,3167,2030,0,450,B
0,1,2783,0,480,107,1,300,C
0,1,-433,0,952,241,0,350,C
1,1,-1298,2,989,838,0,200,D
1,1,5608,2,1600,728,1,200,D
1,1,2506,18,2380,1269,1,150,E
1,0,6299,34,0,0,0,350,C
0,1,6933,0,20,9,1,300,C
1,1,-1667,9,1357,219,0,250,D
1,0,7538,15,0,0,0,350,C
1,1,7173,23,415,316,0,300,C
0,0,7399,0,0,0,0,500,A
1,0,-73,19,0,0,0,250,D
0,0,5833,0,0,0,0,500,A
1,1,5841,16,1554,827,0,300,C
1,0,1094,11,0,0,0,400,B
1,1,959,1,2287,1279,0,350,C
0,1,4884,0,1864,1028,1,300,C
0,0,8433,0,0,0,0,500,A
0,1,3172,0,312,143,1,300,C
0,1,1359,0,659,235,1,300,C
0,1,306,0,1032,368,1,300,C
1,0,7538,32,0,0,0,350,C
0,1,9676,0,3342,1228,0,450,B
0,1,9583,0,2921,2599,0,450,B
1,1,8432,12,807,11,0,350,C
1,0,-300,14,0,0,0,250,D
1,0,6313,4,0,0,0,400,B
1,0,-683,31,0,0,0,250,D
1,0,-900,5,0,0,0,300,C
1,1,7919,28,576,233,1,150,E
0,1,-1918,0,2520,2041,1,150,E
0,1,2111,0,2512,1463,1,300,C
0,0,-469,0,0,0,0,400,B
0,1,3087,0,1900,747,1,300,C
0,1,1691,0,3184,2407,0,450,B
0,1,4722,0,1299,465,1,300,C
0,0,4690,0,0,0,0,500,A
0,0,211,0,0,0,0,500,A
0,1,3510,0,2022,1106,1,300,C
0,0,-560,0,0,0,0,400,B
0,1,4863,0,977,367,1,300,C
1,0,4144,17,0,0,0,350,C
0,1,6849,0,674,432,1,300,C
0,0,6001,0,0,0,0,500,A
0,1,3209,0,1895,1109,0,450,B
0,1,9950,0,3105,2721,0,450,B
1,0,9975,22,0,0,0,350,C
0,0,2802,0,0,0,0,500,A
0,0,433,0,0,0,0,500,A
0,1,2920,0,2542,1519,1,300,C
1,0,6776,4,0,0,0,400,B
1,0,7871,32,0,0,0,350,C
0,1,7787,0,63,30,1,300,C
0,0,500,0,0,0,0,500,A
1,0,3981,22,0,0,0,350,C
0,0,7750,0,0,0,0,500,A
1,0,-298,24,0,0,0,250,D
0,0,8264,0,0,0,0,500,A
0,0,-132,0,0,0,0,400,B
0,0,896,0,0,0,0,500,A
0,0,7642,0,0,0,0,500,A
0,1,1827,0,3465,293,1,300,C
0,0,2609,0,0,0,0,500,A
0,1,4799,0,2842,1557,1,300,C
0,1,2710,0,2878,790,0,450,B
1,0,5783,18,0,0,0,350,C
0,1,6402,0,532,430,0,450,B
1,1,7746,34,3294,1542,0,300,C
0,0,4397,0,0,0,0,500,A
1,0,5513,31,0,0,0,350,C
1,0,5435,6,0,0,0,400,B
1,0,958,3,0,0,0,400,B
1,0,-1974,18,0,0,0,250,D
0,1,3274,0,2410,501,0,450,B
0,1,-1455,0,1057,829,0,300,C
0,0,6535,0,0,0,0,500,A
1,0,333,32,0,0,0,350,C
1,1,8247,4,147,62,0,350,C
0,0,-1937,0,0,0,0,400,B
1,1,7083,13,1127,524,1,150,E
0,1,4768,0,3041,213,1,300,C
1,1,1038,10,394,350,0,350,C
1,1,5070,14,1287,223,0,300,C
1,0,-222,23,0,0,0,250,D
1,1,-169,8,2546,2435,0,200,D
1,0,4414,13,0,0,0,350,C
0,1,9899,0,2533,1951,0,450,B
1,0,7327,20,0,0,0,350,C
0,1,8541,0,212,116,1,300,C
0,0,4841,0,0,0,0,500,A
1,0,9640,14,0,0,0,350,C
0,1,9945,0,438,43,1,300,C
0,0,7096,0,0,0,0,500,A
1,0,-1515,17,0,0,0,250,D
1,0,928,15,0,0,0,350,C
1,0,27,25,0,0,0,350,C
1,0,-662,33,0,0,0,250,D
0,1,2115,0,1599,1025,0,450,B
0,0,7334,0,0,0,0,500,A
0,0,-510,0,0,0,0,400,B
1,1,2045,21,3027,293,0,300,C
0,0,438,0,0,0,0,500,A
1,1,877,17,178,86,1,150,E
1,1,6579,21,2608,311,1,150,E
0,1,3189,0,1266,96,1,300,C
0,1,2316,0,3312,2976,0,400,B
1,0,3391,9,0,0,0,400,B
1,0,2354,22,0,0,0,350,C
1,0,6073,5,0,0,0,400,B
1,1,9843,36,2778,1422,0,300,C
1,0,-944,4,0,0,0,300,C
1,1,2700,8,3330,2681,1,200,D
0,1,6123,0,1862,817,0,450,B
1,0,7446,13,0,0,0,350,C
1,1,4903,17,401,81,1,150,E
1,0,3116,33,0,0,0,350,C
1,1,8557,19,1582,1171,1,150,E
0,0,6560,0,0,0,0,500,A
1,0,470,29,0,0,0,350,C
1,1,1494,28,1330,857,0,250,D
1,1,158,15,230,212,1,100,E
1,1,1944,15,1638,591,1,150,E
1,1,9035,4,280,156,1,200,D
1,1,9280,24,1035,788,1,150,E
0,0,6410,0,0,0,0,500,A
0,1,3320,0,1720,123,0,450,B
1,0,6856,16,0,0,0,350,C
0,0,-1414,0,0,0,0,400,B
0,1,7512,0,1335,23,0,450,B
1,1,2690,31,2281,649,1,150,E
0,0,3366,0,0,0,0,500,A
0,0,2306,0,0,0,0,500,A
0,0,289,0,0,0,0,500,A
1,0,929,21,0,0,0,350,C
0,1,6534,0,1406,1324,0,450,B
1,0,9360,7,0,0,0,400,B
0,1,211,0,3312,1148,1,300,C
0,1,1259,0,1600,1031,1,300,C
0,0,4712,0,0,0,0,500,A
0,0,5114,0,0,0,0,500,A
0,1,8274,0,829,544,1,300,C
1,1,6160,33,2969,2603,0,300,C
1,0,5056,31,0,0,0,350,C
1,0,-540,10,0,0,0,300,C
1,1,3870,17,2534,312,0,300,C
1,1,-228,12,1280,909,1,50,F
1,0,7831,12,0,0,0,400,B
0,1,1484,0,2666,761,1,300,C
1,0,-68,5,0,0,0,300,C
0,1,3368,0,1345,789,0,450,B
1,1,925,29,1040,408,0,300,C
0,0,4981,0,0,0,0,500,A
0,1,1578,0,2513,616,1,300,C
0,0,6653,0,0,0,0,500,A
0,1,9730,0,190,161,0,450,B
0,0,9415,0,0,0,0,500,A
1,0,331,27,0,0,0,350,C
1,0,-725,35,0,0,0,250,D
0,0,4637,0,0,0,0,500,A
1,0,1860,19,0,0,0,350,C
0,1,2607,0,2764,2728,1,250,D
0,1,5150,0,2081,376,0,450,B
1,0,5137,14,0,0,0,350,C
1,1,3635,16,1261,50,1,150,E
1,1,9150,5,520,159,1,200,D
0,0,5843,0,0,0,0,500,A
0,1,6618,0,3481,3041,1,300,C
0,1,8832,0,2755,123,0,450,B
1,1,-1012,3,1115,826,0,200,D
1,1,7278,7,2047,1598,0,350,C
1,1,-965,26,1642,359,1,50,F
0,0,6984,0,0,0,0,500,A
1,1,7264,26,2983,1457,0,300,C
1,1,9313,16,2847,1988,1,150,E
0,0,2895,0,0,0,0,500,A
0,1,-1568,0,2579,363,1,200,D
0,1,7717,0,3443,522,0,450,B
1,0,5089,9,0,0,0,400,B
1,0,316,24,0,0,0,350,C
0,0,2808,0,0,0,0,500,A
1,0,8653,17,0,0,0,350,C
1,1,5218,17,1884,334,0,300,C
1,1,6811,1,1295,874,1,200,D
0,1,2038,0,2207,992,0,450,B
0,1,-1068,0,1777,1434,1,150,E
1,1,-1295,11,2931,2838,0,200,D
0,1,3172,0,3312,2129,1,300,C
1,0,-1491,11,0,0,0,300,C
0,0,4851,0,0,0,0,500,A
1,1,3504,35,1563,297,1,150,E
1,0,5064,32,0,0,0,350,C
1,1,4274,8,1432,1114,0,350,C
0,0,3811,0,0,0,0,500,A
1,0,7053,25,0,0,0,350,C
1,1,4975,32,369,145,0,300,C
0,0,7154,0,0,0,0,500,A
1,1,3219,2,2517,1516,0,350,C
1,1,7087,34,1500,1400,0,300,C
0,0,8370,0,0,0,0,500,A
0,1,7567,0,2772,859,1,300,C
1,1,5297,3,2699,1715,1,200,D
1,1,-1569,28,2365,1297,1,50,F
0,1,2682,0,292,281,1,300,C
1,0,2311,36,0,0,0,350,C
0,1,296,0,3020,830,1,300,C
1,0,1143,9,0,0,0,400,B
0,1,3359,0,2284,1043,0,450,B
1,1,8433,24,2538,283,1,150,E
0,1,3404,0,2498,119,1,300,C
1,1,4741,35,644,422,1,150,E
1,0,-1520,24,0,0,0,250,D
1,1,6320,19,3166,1574,1,150,E
0,1,-47,0,1367,101,1,200,D
0,0,4325,0,0,0,0,500,A
0,0,9583,0,0,0,0,500,A
1,0,6140,30,0,0,0,350,C
0,1,174,0,2795,1226,1,300,C
0,0,5266,0,0,0,0,500,A
0,1,4910,0,505,311,0,450,B
0,0,9439,0,0,0,0,500,A
1,0,-1537,35,0,0,0,250,D
0,0,-1233,0,0,0,0,400,B
1,0,9873,23,0,0,0,350,C
1,1,7019,31,1121,535,1,150,E
0,0,-182,0,0,0,0,400,B
0,1,5347,0,3340,3305,1,250,D
0,0,5501,0,0,0,0,500,A
1,0,-1717,16,0,0,0,250,D
0,0,3268,0,0,0,0,500,A
1,1,6958,28,943,714,1,150,E
1,1,9818,26,1972,779,0,300,C
1,1,-1600,2,419,260,0,200,D
1,0,8738,15,0,0,0,350,C
0,0,6289,0,0,0,0,500,A
1,0,6323,5,0,0,0,400,B
1,0,6072,13,0,0,0,350,C
1,1,9725,19,2970,2153,1,150,E
1,0,3088,24,0,0,0,350,C
0,1,290,0,513,226,0,400,B
0,0,839,0,0,0,0,500,A
1,0,7287,19,0,0,0,350,C
1,1,-1954,25,2674,2133,0,200,D
1,1,1046,34,1695,1376,1,100,E
1,0,7008,3,0,0,0,400,B
1,1,9518,23,578,159,1,150,E
1,1,4810,25,169,93,1,150,E
0,1,-997,0,2204,800,1,200,D
1,0,8112,6,0,0,0,400,B
0,1,8720,0,409,94,0,450,B
0,1,9304,0,991,171,1,300,C
1,0,3782,22,0,0,0,350,C
1,1,2800,26,609,314,1,150,E
0,1,2875,0,1638,1297,1,300,C
1,1,3749,25,2081,1669,1,150,E
1,0,-1080,31,0,0,0,250,D
1,1,7629,16,2418,1900,0,300,C
0,0,8404,0,0,0,0,500,A
0,0,8422,0,0,0,0,500,A
0,0,7506,0,0,0,0,500,A
0,0,4026,0,0,0,0,500,A
1,0,1795,10,0,0,0,400,B
1,1,6057,31,2837,2555,1,150,E
0,0,3183,0,0,0,0,500,A
0,0,2902,0,0,0,0,500,A
0,1,3830,0,3121,1596,0,450,B
0,0,5923,0,0,0,0,500,A
0,1,7714,0,662,441,1,300,C
1,1,-1757,4,2238,1665,0,250,D
1,1,1515,18,42,5,0,300,C
0,0,4075,0,0,0,0,500,A
1,0,3138,12,0,0,0,400,B
0,0,3079,0,0,0,0,500,A
1,1,3888,27,3220,1396,1,150,E
1,0,4413,35,0,0,0,350,C
1,0,1522,10,0,0,0,400,B
0,1,6483,0,3039,587,1,300,C
1,0,8872,1,0,0,0,400,B
1,0,-1607,28,0,0,0,250,D
1,1,9415,33,2897,725,0,300,C
1,0,8600,24,0,0,0,350,C
0,1,2652,0,2556,1412,1,300,C
0,1,9176,0,1495,1131,0,450,B
1,1,8078,17,2471,2423,0,300,C
0,0,4447,0,0,0,0,500,A
1,1,5793,35,1627,931,1,150,E
0,0,-1827,0,0,0,0,400,B
1,1,7490,28,1304,1213,1,150,E
1,1,-1173,28,3432,2291,0,200,D
0,0,6631,0,0,0,0,500,A
0,0,4984,0,0,0,0,500,A
0,0,6824,0,0,0,0,500,A
0,1,8424,0,3361,2818,1,300,C
1,0,5702,27,0,0,0,350,C
1,1,-686,35,398,229,0,150,E
0,1,-900,0,3117,222,1,200,D
1,1,-1775,31,2331,1049,0,200,D
1,1,3321,31,2059,1933,1,100,E
0,1,3601,0,56,16,0,450,B
0,1,7421,0,2009,807,1,300,C
0,0,7831,0,0,0,0,500,A
1,1,-310,32,3393,2960,1,0,F
1,0,6983,30,0,0,0,350,C
0,1,3669,0,2539,381,0,450,B
0,0,6802,0,0,0,0,500,A
1,1,4152,35,2472,1778,0,300,C
0,0,-538,0,0,0,0,400,B
1,0,-1512,33,0,0,0,250,D
1,0,9450,32,0,0,0,350,C
0,1,7281,0,710,134,0,450,B
0,0,6132,0,0,0,0,500,A
0,1,837,0,326,174,1,300,C
0,0,4338,0,0,0,0,500,A
0,1,5269,0,2577,735,0,450,B
0,1,8263,0,1566,305,1,300,C
0,1,9886,0,180,36,1,300,C
1,0,3999,4,0,0,0,400,B
0,0,9730,0,0,0,0,500,A
0,0,6634,0,0,0,0,500,A
0,0,6314,0,0,0,0,500,A
1,0,1834,4,0,0,0,400,B
1,1,4275,18,2177,1716,1,150,E
0,1,2184,0,2062,2002,0,400,B
